date,rank,title,artist,collab
6/5/93,7,Looking Through Patient Eyes,P.M. Dawn,
6/5/93,8,Show Me Love,Robin S.,
6/5/93,9,Have I Told You Lately,Rod Stewart,
6/5/93,10,"Bad Boys (Theme From ""Cops"")",Inner Circle,
6/12/93,1,That s The Way Love Goes,Janet Jackson,
6/12/93,2,Freak Me,Silk,
6/12/93,3,Knockin  Da Boots,H-Town,
6/12/93,4,Weak,SWV,
6/12/93,5,Show Me Love,Robin S.,
6/12/93,6,Looking Through Patient Eyes,P.M. Dawn,
6/12/93,7,I m So Into You,SWV,
6/12/93,8,"Bad Boys (Theme From ""Cops"")",Inner Circle,
6/12/93,9,Have I Told You Lately,Rod Stewart,
6/12/93,10,Come Undone,Duran Duran,
6/19/93,1,That s The Way Love Goes,Janet Jackson,
6/19/93,2,Weak,SWV,
6/19/93,3,Knockin  Da Boots,H-Town,
6/19/93,4,Freak Me,Silk,
6/19/93,5,Have I Told You Lately,Rod Stewart,
6/19/93,6,Show Me Love,Robin S.,
6/19/93,7,Come Undone,Duran Duran,
6/19/93,8,"Bad Boys (Theme From ""Cops"")",Inner Circle,
6/19/93,9,Looking Through Patient Eyes,P.M. Dawn,
6/19/93,10,I m So Into You,SWV,
6/26/93,1,That s The Way Love Goes,Janet Jackson,
6/26/93,2,Weak,SWV,
6/26/93,3,Knockin  Da Boots,H-Town,
6/26/93,4,Freak Me,Silk,
6/26/93,5,Have I Told You Lately,Rod Stewart,
6/26/93,6,Show Me Love,Robin S.,
6/26/93,7,Come Undone,Duran Duran,
6/26/93,8,Whoomp! (There It Is),Tag Team,
6/26/93,9,Dre Day,Dr. Dre,
6/26/93,10,"Bad Boys (Theme From ""Cops"")",Inner Circle,
7/3/93,1,That s The Way Love Goes,Janet Jackson,
7/3/93,2,Weak,SWV,
7/3/93,3,Knockin  Da Boots,H-Town,
7/3/93,4,Whoomp! (There It Is),Tag Team,
7/3/93,5,Have I Told You Lately,Rod Stewart,
7/3/93,6,Show Me Love,Robin S.,
7/3/93,7,"Can t Help Falling In Love (From ""Sliver"")",UB40,
7/3/93,8,Dre Day,Dr. Dre,
7/3/93,9,Come Undone,Duran Duran,
7/3/93,10,I ll Never Get Over You (Getting Over Me),Expose,
7/10/93,1,Weak,SWV,
7/10/93,2,That s The Way Love Goes,Janet Jackson,
7/10/93,3,Whoomp! (There It Is),Tag Team,
7/10/93,4,"Can t Help Falling In Love (From ""Sliver"")",UB40,
7/10/93,5,Knockin  Da Boots,H-Town,
7/10/93,6,Show Me Love,Robin S.,
7/10/93,7,Have I Told You Lately,Rod Stewart,
7/10/93,8,Dre Day,Dr. Dre,
7/10/93,9,I ll Never Get Over You (Getting Over Me),Expose,
7/10/93,10,Come Undone,Duran Duran,
7/17/93,1,Weak,SWV,
7/17/93,2,"Can t Help Falling In Love (From ""Sliver"")",UB40,
7/17/93,3,Whoomp! (There It Is),Tag Team,
7/17/93,4,That s The Way Love Goes,Janet Jackson,
7/17/93,5,Knockin  Da Boots,H-Town,
7/17/93,6,Have I Told You Lately,Rod Stewart,
7/17/93,7,Show Me Love,Robin S.,
7/17/93,8,I ll Never Get Over You (Getting Over Me),Expose,
7/17/93,9,I m Gonna Be (500 Miles),The Proclaimers,
7/17/93,10,Dre Day,Dr. Dre,
7/24/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
7/24/93,2,Weak,SWV,
7/24/93,3,Whoomp! (There It Is),Tag Team,
7/24/93,4,That s The Way Love Goes,Janet Jackson,
7/24/93,5,Knockin  Da Boots,H-Town,
7/24/93,6,Show Me Love,Robin S.,
7/24/93,7,Slam,Onyx,
7/24/93,8,I ll Never Get Over You (Getting Over Me),Expose,
7/24/93,9,I m Gonna Be (500 Miles),The Proclaimers,
7/24/93,10,Have I Told You Lately,Rod Stewart,
7/31/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
7/31/93,2,Whoomp! (There It Is),Tag Team,
7/31/93,3,Weak,SWV,
7/31/93,4,I m Gonna Be (500 Miles),The Proclaimers,
7/31/93,5,Slam,Onyx,
7/31/93,6,That s The Way Love Goes,Janet Jackson,
7/31/93,7,Lately,Jodeci,
7/31/93,8,Show Me Love,Robin S.,
7/31/93,9,Knockin  Da Boots,H-Town,
7/31/93,10,I ll Never Get Over You (Getting Over Me),Expose,
8/7/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
8/7/93,2,Whoomp! (There It Is),Tag Team,
8/7/93,3,Weak,SWV,
8/7/93,4,I m Gonna Be (500 Miles),The Proclaimers,
8/7/93,5,Slam,Onyx,
8/7/93,6,Lately,Jodeci,
8/7/93,7,If I Had No Loot,Tony Toni Tone,
8/7/93,8,That s The Way Love Goes,Janet Jackson,
8/7/93,9,Show Me Love,Robin S.,
8/7/93,10,"I Don t Wanna Fight (From ""What s Love Got To Do With It"")",Tina Turner,
8/14/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
8/14/93,2,Whoomp! (There It Is),Tag Team,
8/14/93,3,Weak,SWV,
8/14/93,4,I m Gonna Be (500 Miles),The Proclaimers,
8/14/93,5,Slam,Onyx,
8/14/93,6,Lately,Jodeci,
8/14/93,7,If I Had No Loot,Tony Toni Tone,
8/14/93,8,Runaway Train,Soul Asylum,
8/14/93,9,"I Don t Wanna Fight (From ""What s Love Got To Do With It"")",Tina Turner,
8/14/93,10,If,Janet Jackson,
8/21/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
8/21/93,2,Whoomp! (There It Is),Tag Team,
8/21/93,3,I m Gonna Be (500 Miles),The Proclaimers,
8/21/93,4,Slam,Onyx,
8/21/93,5,Lately,Jodeci,
8/21/93,6,Weak,SWV,
8/21/93,7,If I Had No Loot,Tony Toni Tone,
8/21/93,8,Runaway Train,Soul Asylum,
8/21/93,9,Dreamlover,Mariah Carey,
8/21/93,10,If,Janet Jackson,
8/28/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
8/28/93,2,Whoomp! (There It Is),Tag Team,
8/28/93,3,Dreamlover,Mariah Carey,
8/28/93,4,Lately,Jodeci,
8/28/93,5,Runaway Train,Soul Asylum,
8/28/93,6,I m Gonna Be (500 Miles),The Proclaimers,
8/28/93,7,If,Janet Jackson,
8/28/93,8,Slam,Onyx,
8/28/93,9,If I Had No Loot,Tony Toni Tone,
8/28/93,10,Weak,SWV,
9/4/93,1,"Can t Help Falling In Love (From ""Sliver"")",UB40,
9/4/93,2,Dreamlover,Mariah Carey,
9/4/93,3,Whoomp! (There It Is),Tag Team,
9/4/93,4,Lately,Jodeci,
9/4/93,5,Runaway Train,Soul Asylum,
9/4/93,6,If,Janet Jackson,
9/4/93,7,Right Here (Human Nature)/Downtown,SWV,
9/4/93,8,"Will You Be There (From ""Free Willy"")",Michael Jackson,
9/4/93,9,I m Gonna Be (500 Miles),The Proclaimers,
9/4/93,10,If I Had No Loot,Tony Toni Tone,
9/11/93,1,Dreamlover,Mariah Carey,
9/11/93,2,"Can t Help Falling In Love (From ""Sliver"")",UB40,
9/11/93,3,Whoomp! (There It Is),Tag Team,
9/11/93,4,If,Janet Jackson,
9/11/93,5,Runaway Train,Soul Asylum,
9/11/93,6,Right Here (Human Nature)/Downtown,SWV,
9/11/93,7,"Will You Be There (From ""Free Willy"")",Michael Jackson,
9/11/93,8,Lately,Jodeci,
9/11/93,9,The River Of Dreams,Billy Joel,
9/11/93,10,If I Had No Loot,Tony Toni Tone,
9/18/93,1,Dreamlover,Mariah Carey,
9/18/93,2,Whoomp! (There It Is),Tag Team,
9/18/93,3,"Can t Help Falling In Love (From ""Sliver"")",UB40,
9/18/93,4,If,Janet Jackson,
9/18/93,5,Right Here (Human Nature)/Downtown,SWV,
9/18/93,6,The River Of Dreams,Billy Joel,
9/18/93,7,Runaway Train,Soul Asylum,
9/18/93,8,"Will You Be There (From ""Free Willy"")",Michael Jackson,
9/18/93,9,Lately,Jodeci,
9/18/93,10,Baby I m Yours,Shai,
9/25/93,1,Dreamlover,Mariah Carey,
9/25/93,2,Whoomp! (There It Is),Tag Team,
9/25/93,3,Right Here (Human Nature)/Downtown,SWV,
9/25/93,4,"Can t Help Falling In Love (From ""Sliver"")",UB40,
9/25/93,5,If,Janet Jackson,
9/25/93,6,The River Of Dreams,Billy Joel,
9/25/93,7,"Will You Be There (From ""Free Willy"")",Michael Jackson,
9/25/93,8,Runaway Train,Soul Asylum,
9/25/93,9,Lately,Jodeci,
9/25/93,10,Baby I m Yours,Shai,
10/2/93,1,Dreamlover,Mariah Carey,
10/2/93,2,Right Here (Human Nature)/Downtown,SWV,
10/2/93,3,Whoomp! (There It Is),Tag Team,
10/2/93,4,The River Of Dreams,Billy Joel,
10/2/93,5,If,Janet Jackson,
10/2/93,6,"Can t Help Falling In Love (From ""Sliver"")",UB40,
10/2/93,7,"Will You Be There (From ""Free Willy"")",Michael Jackson,
10/2/93,8,Another Sad Love Song,Toni Braxton,
10/2/93,9,Runaway Train,Soul Asylum,
10/2/93,10,Baby I m Yours,Shai,
10/9/93,1,Dreamlover,Mariah Carey,
10/9/93,2,Right Here (Human Nature)/Downtown,SWV,
10/9/93,3,Whoomp! (There It Is),Tag Team,
10/9/93,4,The River Of Dreams,Billy Joel,
10/9/93,5,If,Janet Jackson,
10/9/93,6,"Can t Help Falling In Love (From ""Sliver"")",UB40,
10/9/93,7,Another Sad Love Song,Toni Braxton,
10/9/93,8,"Will You Be There (From ""Free Willy"")",Michael Jackson,
10/9/93,9,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
10/9/93,10,Runaway Train,Soul Asylum,
10/16/93,1,Dreamlover,Mariah Carey,
10/16/93,2,Right Here (Human Nature)/Downtown,SWV,
10/16/93,3,The River Of Dreams,Billy Joel,
10/16/93,4,Whoomp! (There It Is),Tag Team,
10/16/93,5,Just Kickin  It,Xscape,
10/16/93,6,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
10/16/93,7,If,Janet Jackson,
10/16/93,8,All That She Wants,Ace Of Base,
10/16/93,9,Another Sad Love Song,Toni Braxton,
10/16/93,10,Hey Mr. D.J.,Zhane,
10/23/93,1,Dreamlover,Mariah Carey,
10/23/93,2,Just Kickin  It,Xscape,
10/23/93,3,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
10/23/93,4,All That She Wants,Ace Of Base,
10/23/93,5,The River Of Dreams,Billy Joel,
10/23/93,6,Right Here (Human Nature)/Downtown,SWV,
10/23/93,7,Whoomp! (There It Is),Tag Team,
10/23/93,8,Hey Mr. D.J.,Zhane,
10/23/93,9,If,Janet Jackson,
10/23/93,10,Anniversary,Tony Toni Tone,
10/30/93,1,Dreamlover,Mariah Carey,
10/30/93,2,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
10/30/93,3,All That She Wants,Ace Of Base,
10/30/93,4,Just Kickin  It,Xscape,
10/30/93,5,The River Of Dreams,Billy Joel,
10/30/93,6,Hey Mr. D.J.,Zhane,
10/30/93,7,Whoomp! (There It Is),Tag Team,
10/30/93,8,Right Here (Human Nature)/Downtown,SWV,
10/30/93,9,Again,Janet Jackson,
10/30/93,10,Anniversary,Tony Toni Tone,
11/6/93,1,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
11/6/93,2,All That She Wants,Ace Of Base,
11/6/93,3,Just Kickin  It,Xscape,
11/6/93,4,Again,Janet Jackson,
11/6/93,5,Dreamlover,Mariah Carey,
11/6/93,6,Hey Mr. D.J.,Zhane,
11/6/93,7,Gangsta Lean,DRS,
11/6/93,8,The River Of Dreams,Billy Joel,
11/6/93,9,Whoomp! (There It Is),Tag Team,
11/6/93,10,Anniversary,Tony Toni Tone,
11/13/93,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
11/13/93,2,All That She Wants,Ace Of Base,
11/13/93,3,Again,Janet Jackson,
11/13/93,4,Just Kickin' It,Xscape,
11/13/93,5,Gangsta Lean,DRS,
11/13/93,6,Dreamlover,Mariah Carey,
11/13/93,7,Shoop,Salt-N-Pepa,
11/13/93,8,Hey Mr. D.J.,Zhane,
11/13/93,9,Whoomp! (There It Is),Tag Team,
11/13/93,10,Anniversary,Tony Toni Tone,
11/20/93,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
11/20/93,2,Again,Janet Jackson,
11/20/93,3,All That She Wants,Ace Of Base,
11/20/93,4,Gangsta Lean,DRS,
11/20/93,5,Just Kickin' It,Xscape,
11/20/93,6,Shoop,Salt-N-Pepa,
11/20/93,7,Please Forgive Me,Bryan Adams,
11/20/93,8,Hero,Mariah Carey,
11/20/93,9,Hey Mr. D.J.,Zhane,
11/20/93,10,Dreamlover,Mariah Carey,
11/27/93,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
11/27/93,2,Again,Janet Jackson,
11/27/93,3,All That She Wants,Ace Of Base,
11/27/93,4,Gangsta Lean,DRS,
11/27/93,5,Shoop,Salt-N-Pepa,
11/27/93,6,Just Kickin' It,Xscape,
11/27/93,7,Hero,Mariah Carey,
11/27/93,8,Please Forgive Me,Bryan Adams,
11/27/93,9,Whoomp! (There It Is),Tag Team,
11/27/93,10,Hey Mr. D.J.,Zhane,
12/4/93,1,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
12/4/93,2,Again,Janet Jackson,
12/4/93,3,All That She Wants,Ace Of Base,
12/4/93,4,Shoop,Salt-N-Pepa,
12/4/93,5,Gangsta Lean,DRS,
12/4/93,6,Hero,Mariah Carey,
12/4/93,7,Just Kickin' It,Xscape,
12/4/93,8,Please Forgive Me,Bryan Adams,
12/4/93,9,Breathe Again,Toni Braxton,
12/4/93,10,Can We Talk,Tevin Campbell,
12/11/93,1,Again,Janet Jackson,
12/11/93,2,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
12/11/93,3,All That She Wants,Ace Of Base,
12/11/93,4,Hero,Mariah Carey,
12/11/93,5,Shoop,Salt-N-Pepa,
12/11/93,6,Gangsta Lean,DRS,
12/11/93,7,Just Kickin' It,Xscape,
12/11/93,8,Breathe Again,Toni Braxton,
12/11/93,9,Please Forgive Me,Bryan Adams,
12/11/93,10,All For Love,Bryan Adams/Rod Stewart/Sting,
12/18/93,1,Again,Janet Jackson,
12/18/93,2,All That She Wants,Ace Of Base,
12/18/93,3,Hero,Mariah Carey,
12/18/93,4,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
12/18/93,5,Shoop,Salt-N-Pepa,
12/18/93,6,Gangsta Lean,DRS,
12/18/93,7,All For Love,Bryan Adams/Rod Stewart/Sting,
12/18/93,8,Breathe Again,Toni Braxton,
12/18/93,9,Please Forgive Me,Bryan Adams,
12/18/93,10,Said I Loved You...But I Lied,Michael Bolton,
12/25/93,1,Hero,Mariah Carey,
12/25/93,2,Again,Janet Jackson,
12/25/93,3,All That She Wants,Ace Of Base,
12/25/93,4,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,
12/25/93,5,All For Love,Bryan Adams/Rod Stewart/Sting,
12/25/93,6,Gangsta Lean,DRS,
12/25/93,7,Shoop,Salt-N-Pepa,
12/25/93,8,Breathe Again,Toni Braxton,
12/25/93,9,What's My Name?,Snoop Dogg,
12/25/93,10,Said I Loved You...But I Lied,Michael Bolton,
1/1/94,1,Hero,Mariah Carey,
1/1/94,2,Again,Janet Jackson,
1/1/94,3,All That She Wants,Ace Of Base,
1/1/94,4,All For Love,Bryan Adams/Rod Stewart/Sting,
1/1/94,5,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
1/1/94,6,Breathe Again,Toni Braxton,
1/1/94,7,Gangsta Lean,DRS,
1/1/94,8,What s My Name?,Snoop Doggy Dogg,
1/1/94,9,Said I Loved You...But I Lied,Michael Bolton,
1/1/94,10,Shoop,Salt-N-Pepa,
1/8/94,1,Hero,Mariah Carey,
1/8/94,2,All For Love,Bryan Adams/Rod Stewart/Sting,
1/8/94,3,All That She Wants,Ace Of Base,
1/8/94,4,Again,Janet Jackson,
1/8/94,5,Gangsta Lean,DRS,
1/8/94,6,Breathe Again,Toni Braxton,
1/8/94,7,Whoomp! (There It Is),Tag Team,
1/8/94,8,What s My Name?,Snoop Doggy Dogg,
1/8/94,9,I d Do Anything For Love (But I Won t Do That),Meat Loaf,
1/8/94,10,Said I Loved You...But I Lied,Michael Bolton,
1/15/94,1,Hero,Mariah Carey,
1/15/94,2,All For Love,Bryan Adams/Rod Stewart/Sting,
1/15/94,3,All That She Wants,Ace Of Base,
1/15/94,4,Again,Janet Jackson,
1/15/94,5,Breathe Again,Toni Braxton,
1/15/94,6,Gangsta Lean,DRS,
1/15/94,7,Said I Loved You...But I Lied,Michael Bolton,
1/15/94,8,Whoomp! (There It Is),Tag Team,
1/15/94,9,Can We Talk,Tevin Campbell,
1/15/94,10,What s My Name?,Snoop Doggy Dogg,
1/22/94,1,All For Love,Bryan Adams/Rod Stewart/Sting,
1/22/94,2,Hero,Mariah Carey,
1/22/94,3,Breathe Again,Toni Braxton,
1/22/94,4,Again,Janet Jackson,
1/22/94,5,All That She Wants,Ace Of Base,
1/22/94,6,Said I Loved You...But I Lied,Michael Bolton,
1/22/94,7,Please Forgive Me,Bryan Adams,
1/22/94,8,Shoop,Salt-N-Pepa,
1/22/94,9,Can We Talk,Tevin Campbell,
1/22/94,10,The Power Of Love,Celine Dion,
1/29/94,1,All For Love,Bryan Adams/Rod Stewart/Sting,
1/29/94,2,Hero,Mariah Carey,
1/29/94,3,Breathe Again,Toni Braxton,
1/29/94,4,The Power Of Love,Celine Dion,
1/29/94,5,Again,Janet Jackson,
1/29/94,6,Said I Loved You...But I Lied,Michael Bolton,
1/29/94,7,All That She Wants,Ace Of Base,
1/29/94,8,Please Forgive Me,Bryan Adams,
1/29/94,9,Shoop,Salt-N-Pepa,
1/29/94,10,Can We Talk,Tevin Campbell,
2/5/94,1,All For Love,Bryan Adams/Rod Stewart/Sting,
2/5/94,2,Hero,Mariah Carey,
2/5/94,3,The Power Of Love,Celine Dion,
2/5/94,4,Breathe Again,Toni Braxton,
2/5/94,5,The Sign,Ace Of Base,
2/5/94,6,All That She Wants,Ace Of Base,
2/5/94,7,Said I Loved You...But I Lied,Michael Bolton,
2/5/94,8,Again,Janet Jackson,
2/5/94,9,Please Forgive Me,Bryan Adams,
2/5/94,10,Shoop,Salt-N-Pepa,
2/12/94,1,The Power Of Love,Celine Dion,
2/12/94,2,All For Love,Bryan Adams/Rod Stewart/Sting,
2/12/94,3,Breathe Again,Toni Braxton,
2/12/94,4,Hero,Mariah Carey,
2/12/94,5,The Sign,Ace Of Base,
2/12/94,6,Whatta Man,Salt-N-Pepa Featuring En Vogue,
2/12/94,7,Getto Jam,Domino,
2/12/94,8,Linger,The Cranberries,
2/12/94,9,Said I Loved You...But I Lied,Michael Bolton,
2/12/94,10,All That She Wants,Ace Of Base,
2/19/94,1,The Power Of Love,Celine Dion,
2/19/94,2,All For Love,Bryan Adams/Rod Stewart/Sting,
2/19/94,3,The Sign,Ace Of Base,
2/19/94,4,Breathe Again,Toni Braxton,
2/19/94,5,Whatta Man,Salt-N-Pepa Featuring En Vogue,
2/19/94,6,Hero,Mariah Carey,
2/19/94,7,Without You/Never Forget You,Mariah Carey,
2/19/94,8,Understanding,Xscape,
2/19/94,9,Getto Jam,Domino,
2/19/94,10,So Much In Love,All-4-One,
2/26/94,1,The Power Of Love,Celine Dion,
2/26/94,2,The Sign,Ace Of Base,
2/26/94,3,Whatta Man,Salt-N-Pepa Featuring En Vogue,
2/26/94,4,All For Love,Bryan Adams/Rod Stewart/Sting,
2/26/94,5,Breathe Again,Toni Braxton,
2/26/94,6,Without You/Never Forget You,Mariah Carey,
2/26/94,7,Hero,Mariah Carey,
2/26/94,8,So Much In Love,All-4-One,
2/26/94,9,Understanding,Xscape,
2/26/94,10,Now And Forever,Richard Marx,
3/5/94,1,The Power Of Love,Celine Dion,
3/5/94,2,The Sign,Ace Of Base,
3/5/94,3,Whatta Man,Salt-N-Pepa Featuring En Vogue,
3/5/94,4,Without You/Never Forget You,Mariah Carey,
3/5/94,5,Breathe Again,Toni Braxton,
3/5/94,6,All For Love,Bryan Adams/Rod Stewart/Sting,
3/5/94,7,So Much In Love,All-4-One,
3/5/94,8,Now And Forever,Richard Marx,
3/5/94,9,Cantaloop (Flip Fantasia),US 3,
3/5/94,10,Hero,Mariah Carey,
3/12/94,1,The Sign,Ace Of Base,
3/12/94,2,The Power Of Love,Celine Dion,
3/12/94,3,Whatta Man,Salt-N-Pepa Featuring En Vogue,
3/12/94,4,Without You/Never Forget You,Mariah Carey,
3/12/94,5,So Much In Love,All-4-One,
3/12/94,6,Bump N  Grind,R. Kelly,
3/12/94,7,Breathe Again,Toni Braxton,
3/12/94,8,Now And Forever,Richard Marx,
3/12/94,9,Cantaloop (Flip Fantasia),US 3,
3/12/94,10,All For Love,Bryan Adams/Rod Stewart/Sting,
3/19/94,1,The Sign,Ace Of Base,
3/19/94,2,The Power Of Love,Celine Dion,
3/19/94,3,Without You/Never Forget You,Mariah Carey,
3/19/94,4,Whatta Man,Salt-N-Pepa Featuring En Vogue,
3/19/94,5,Bump N  Grind,R. Kelly,
3/19/94,6,So Much In Love,All-4-One,
3/19/94,7,Now And Forever,Richard Marx,
3/19/94,8,Breathe Again,Toni Braxton,
3/19/94,9,Gin And Juice,Snoop Doggy Dogg,
3/19/94,10,Because Of Love,Janet Jackson,
3/26/94,1,The Sign,Ace Of Base,
3/26/94,2,Bump N  Grind,R. Kelly,
3/26/94,3,Without You/Never Forget You,Mariah Carey,
3/26/94,4,The Power Of Love,Celine Dion,
3/26/94,5,Whatta Man,Salt-N-Pepa Featuring En Vogue,
3/26/94,6,So Much In Love,All-4-One,
3/26/94,7,Now And Forever,Richard Marx,
3/26/94,8,Gin And Juice,Snoop Doggy Dogg,
3/26/94,9,Cantaloop (Flip Fantasia),US 3,
3/26/94,10,Breathe Again,Toni Braxton,
4/2/94,1,The Sign,Ace Of Base,
4/2/94,2,Bump N  Grind,R. Kelly,
4/2/94,3,Without You/Never Forget You,Mariah Carey,
4/2/94,4,The Power Of Love,Celine Dion,
4/2/94,5,Whatta Man,Salt-N-Pepa Featuring En Vogue,
4/2/94,6,So Much In Love,All-4-One,
4/2/94,7,Now And Forever,Richard Marx,
4/2/94,8,Mmm Mmm Mmm Mmm,Crash Test Dummies,
4/2/94,9,Gin And Juice,Snoop Doggy Dogg,
4/2/94,10,Cantaloop (Flip Fantasia),US 3,
4/9/94,1,Bump N  Grind,R. Kelly,
4/9/94,2,The Sign,Ace Of Base,
4/9/94,3,Without You/Never Forget You,Mariah Carey,
4/9/94,4,The Power Of Love,Celine Dion,
4/9/94,5,So Much In Love,All-4-One,
4/9/94,6,Whatta Man,Salt-N-Pepa Featuring En Vogue,
4/9/94,7,Mmm Mmm Mmm Mmm,Crash Test Dummies,
4/9/94,8,Now And Forever,Richard Marx,
4/9/94,9,The Most Beautiful Girl In The World,The Artist,
4/9/94,10,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,
4/16/94,1,Bump N  Grind,R. Kelly,
4/16/94,2,The Sign,Ace Of Base,
4/16/94,3,Without You/Never Forget You,Mariah Carey,
4/16/94,4,Mmm Mmm Mmm Mmm,Crash Test Dummies,
4/16/94,5,The Power Of Love,Celine Dion,
4/16/94,6,So Much In Love,All-4-One,
4/16/94,7,Whatta Man,Salt-N-Pepa Featuring En Vogue,
4/16/94,8,The Most Beautiful Girl In The World,The Artist,
4/16/94,9,Now And Forever,Richard Marx,
4/16/94,10,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,
4/23/94,1,Bump N  Grind,R. Kelly,
4/23/94,2,The Sign,Ace Of Base,
4/23/94,3,Without You/Never Forget You,Mariah Carey,
4/23/94,4,Mmm Mmm Mmm Mmm,Crash Test Dummies,
4/23/94,5,So Much In Love,All-4-One,
4/23/94,6,The Most Beautiful Girl In The World,The Artist,
4/23/94,7,The Power Of Love,Celine Dion,
4/23/94,8,Whatta Man,Salt-N-Pepa Featuring En Vogue,
4/23/94,9,"Streets Of Philadelphia (From ""Philadelphia"")",Bruce Springsteen,
4/23/94,10,Now And Forever,Richard Marx,
4/30/94,1,Bump N  Grind,R. Kelly,
4/30/94,2,The Sign,Ace Of Base,
4/30/94,3,The Most Beautiful Girl In The World,The Artist,
4/30/94,4,Without You/Never Forget You,Mariah Carey,
4/30/94,5,Mmm Mmm Mmm Mmm,Crash Test Dummies,
4/30/94,6,The Power Of Love,Celine Dion,
4/30/94,7,So Much In Love,All-4-One,
4/30/94,8,Now And Forever,Richard Marx,
4/30/94,9,Return To Innocence,Enigma,
4/30/94,10,Loser,Beck,
5/7/94,1,The Sign,Ace Of Base,
5/7/94,2,Bump N  Grind,R. Kelly,
5/7/94,3,The Most Beautiful Girl In The World,The Artist,
5/7/94,4,Return To Innocence,Enigma,
5/7/94,5,Without You/Never Forget You,Mariah Carey,
5/7/94,6,Mmm Mmm Mmm Mmm,Crash Test Dummies,
5/7/94,7,"I ll Remember (From ""With Honors"")",Madonna,
5/7/94,8,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
5/7/94,9,The Power Of Love,Celine Dion,
5/7/94,10,Now And Forever,Richard Marx,
5/14/94,1,The Sign,Ace Of Base,
5/14/94,2,Bump N  Grind,R. Kelly,
5/14/94,3,The Most Beautiful Girl In The World,The Artist,
5/14/94,4,"I ll Remember (From ""With Honors"")",Madonna,
5/14/94,5,Return To Innocence,Enigma,
5/14/94,6,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
5/14/94,7,Mmm Mmm Mmm Mmm,Crash Test Dummies,
5/14/94,8,I Swear,All-4-One,
5/14/94,9,Without You/Never Forget You,Mariah Carey,
5/14/94,10,I m Ready,Tevin Campbell,
5/21/94,1,I Swear,All-4-One,
5/21/94,2,The Sign,Ace Of Base,
5/21/94,3,"I ll Remember (From ""With Honors"")",Madonna,
5/21/94,4,The Most Beautiful Girl In The World,The Artist,
5/21/94,5,Bump N  Grind,R. Kelly,
5/21/94,6,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
5/21/94,7,Return To Innocence,Enigma,
5/21/94,8,Mmm Mmm Mmm Mmm,Crash Test Dummies,
5/21/94,9,I m Ready,Tevin Campbell,
5/21/94,10,You Mean The World To Me,Toni Braxton,
5/28/94,1,I Swear,All-4-One,
5/28/94,2,"I ll Remember (From ""With Honors"")",Madonna,
5/28/94,3,The Sign,Ace Of Base,
5/28/94,4,The Most Beautiful Girl In The World,The Artist,
5/28/94,5,Return To Innocence,Enigma,
5/28/94,6,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
5/28/94,7,You Mean The World To Me,Toni Braxton,
5/28/94,8,Bump N  Grind,R. Kelly,
5/28/94,9,I m Ready,Tevin Campbell,
5/28/94,10,Back,Aaliyah,
6/4/94,1,I Swear,All-4-One,
6/4/94,2,"I ll Remember (From ""With Honors"")",Madonna,
6/4/94,3,The Sign,Ace Of Base,
6/4/94,4,Return To Innocence,Enigma,
6/4/94,5,The Most Beautiful Girl In The World,The Artist,
6/4/94,6,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
6/4/94,7,Don t Turn Around,Ace Of Base,
6/4/94,8,"Regulate (From ""Above The Rim"")",Warren G,
6/4/94,9,You Mean The World To Me,Toni Braxton,
6/4/94,10,Back,Aaliyah,
6/11/94,1,I Swear,All-4-One,
6/11/94,2,"I ll Remember (From ""With Honors"")",Madonna,
6/11/94,3,"Any Time, Any Place/And On And On",Janet Jackson,
6/11/94,4,"Regulate (From ""Above The Rim"")",Warren G,
6/11/94,5,The Sign,Ace Of Base,
6/11/94,6,Don t Turn Around,Ace Of Base,
6/11/94,7,"Baby I Love Your Way (From ""Reality Bites"")",Big Mountain,
