date,rank,title,artist,collab
12/25/10,8,The Time (Dirty Bit),The Black Eyed Peas,
12/25/10,9,Just A Dream,Nelly,
12/25/10,10,Bottoms Up,Trey Songz Featuring Nicki Minaj,
1/1/11,1,Firework,Katy Perry,
1/1/11,2,Grenade,Bruno Mars,
1/1/11,3,What's My Name?,Rihanna Featuring Drake,
1/1/11,4,Raise Your Glass,P!nk,
1/1/11,5,We R Who We R,Ke$ha,
1/1/11,6,Just The Way You Are,Bruno Mars,
1/1/11,7,Only Girl (In The World),Rihanna,
1/1/11,8,The Time (Dirty Bit),The Black Eyed Peas,
1/1/11,9,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,
1/1/11,10,Just A Dream,Nelly,
1/8/11,1,Grenade,Bruno Mars,
1/8/11,2,Firework,Katy Perry,
1/8/11,3,We R Who We R,Ke$ha,
1/8/11,4,What's My Name?,Rihanna Featuring Drake,
1/8/11,5,Raise Your Glass,P!nk,
1/8/11,6,Black And Yellow,Wiz Khalifa,
1/8/11,7,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
1/8/11,8,Bottoms Up,Trey Songz Featuring Nicki Minaj,
1/8/11,9,The Time (Dirty Bit),The Black Eyed Peas,
1/8/11,10,Just The Way You Are,Bruno Mars,
1/15/11,1,Firework,Katy Perry,
1/15/11,2,Grenade,Bruno Mars,
1/15/11,3,We R Who We R,Ke$ha,
1/15/11,4,What's My Name?,Rihanna Featuring Drake,
1/15/11,5,Raise Your Glass,P!nk,
1/15/11,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
1/15/11,7,The Time (Dirty Bit),The Black Eyed Peas,
1/15/11,8,Black And Yellow,Wiz Khalifa,
1/15/11,9,Just The Way You Are,Bruno Mars,
1/15/11,10,Just A Dream,Nelly,
1/22/11,1,Grenade,Bruno Mars,
1/22/11,2,Firework,Katy Perry,
1/22/11,3,What's My Name?,Rihanna Featuring Drake,
1/22/11,4,We R Who We R,Ke$ha,
1/22/11,5,Raise Your Glass,P!nk,
1/22/11,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
1/22/11,7,Black And Yellow,Wiz Khalifa,
1/22/11,8,The Time (Dirty Bit),The Black Eyed Peas,
1/22/11,9,Just The Way You Are,Bruno Mars,
1/22/11,10,Only Girl (In The World),Rihanna,
1/29/11,1,Hold It Against Me,Britney Spears,
1/29/11,2,Grenade,Bruno Mars,
1/29/11,3,Firework,Katy Perry,
1/29/11,4,What's My Name?,Rihanna Featuring Drake,
1/29/11,5,Black And Yellow,Wiz Khalifa,
1/29/11,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
1/29/11,7,We R Who We R,Ke$ha,
1/29/11,8,Raise Your Glass,P!nk,
1/29/11,9,The Time (Dirty Bit),The Black Eyed Peas,
1/29/11,10,Just The Way You Are,Bruno Mars,
2/5/11,1,Grenade,Bruno Mars,
2/5/11,2,Firework,Katy Perry,
2/5/11,3,Black And Yellow,Wiz Khalifa,
2/5/11,4,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
2/5/11,5,What's My Name?,Rihanna Featuring Drake,
2/5/11,6,Hold It Against Me,Britney Spears,
2/5/11,7,We R Who We R,Ke$ha,
2/5/11,8,Raise Your Glass,P!nk,
2/5/11,9,The Time (Dirty Bit),The Black Eyed Peas,
2/5/11,10,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,
2/12/11,1,Grenade,Bruno Mars,
2/12/11,2,F**kin' Perfect,P!nk,
2/12/11,3,Firework,Katy Perry,
2/12/11,4,Black And Yellow,Wiz Khalifa,
2/12/11,5,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
2/12/11,6,What's My Name?,Rihanna Featuring Drake,
2/12/11,7,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,
2/12/11,8,Hold It Against Me,Britney Spears,
2/12/11,9,Rocketeer,Far*East Movement Featuring Ryan Tedder,
2/12/11,10,We R Who We R,Ke$ha,
2/19/11,1,Black And Yellow,Wiz Khalifa,
2/19/11,2,Grenade,Bruno Mars,
2/19/11,3,Firework,Katy Perry,
2/19/11,4,F**kin' Perfect,P!nk,
2/19/11,5,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,
2/19/11,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
2/19/11,7,Rocketeer,Far*East Movement Featuring Ryan Tedder,
2/19/11,8,What's My Name?,Rihanna Featuring Drake,
2/19/11,9,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,
2/19/11,10,Hold It Against Me,Britney Spears,
2/26/11,1,Born This Way,Lady Gaga,
2/26/11,2,Firework,Katy Perry,
2/26/11,3,Grenade,Bruno Mars,
2/26/11,4,Black And Yellow,Wiz Khalifa,
2/26/11,5,F**kin' Perfect,P!nk,
2/26/11,6,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
2/26/11,7,F**k You (Forget You),Cee Lo Green,
2/26/11,8,S&M,Rihanna,
2/26/11,9,The Time (Dirty Bit),The Black Eyed Peas,
2/26/11,10,Hold It Against Me,Britney Spears,
3/5/11,1,Born This Way,Lady Gaga,
3/5/11,2,F**k You (Forget You),Cee Lo Green,
3/5/11,3,Grenade,Bruno Mars,
3/5/11,4,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,
3/5/11,5,Firework,Katy Perry,
3/5/11,6,F**kin' Perfect,P!nk,
3/5/11,7,S&M,Rihanna,
3/5/11,8,Never Say Never,Justin Bieber Featuring Jaden Smith,
3/5/11,9,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
3/5/11,10,Black And Yellow,Wiz Khalifa,
3/12/11,1,Born This Way,Lady Gaga,
3/12/11,2,F**k You (Forget You),Cee Lo Green,
3/12/11,3,Grenade,Bruno Mars,
3/12/11,4,F**kin' Perfect,P!nk,
3/12/11,5,S&M,Rihanna,
3/12/11,6,Firework,Katy Perry,
3/12/11,7,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
3/12/11,8,E.T.,Katy Perry Featuring Kanye West,
3/12/11,9,On The Floor,Jennifer Lopez Featuring Pitbull,
3/12/11,10,I Need A Doctor,Dr. Dre Featuring Eminem & Skylar Grey,
3/19/11,1,Born This Way,Lady Gaga,
3/19/11,2,F**k You (Forget You),Cee Lo Green,
3/19/11,3,S&M,Rihanna,
3/19/11,4,F**kin' Perfect,P!nk,
3/19/11,5,On The Floor,Jennifer Lopez Featuring Pitbull,
3/19/11,6,Grenade,Bruno Mars,
3/19/11,7,Blow,Ke$ha,
3/19/11,8,E.T.,Katy Perry Featuring Kanye West,
3/19/11,9,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
3/19/11,10,Firework,Katy Perry,
3/26/11,1,Born This Way,Lady Gaga,
3/26/11,2,F**k You (Forget You),Cee Lo Green,
3/26/11,3,E.T.,Katy Perry Featuring Kanye West,
3/26/11,4,S&M,Rihanna,
3/26/11,5,On The Floor,Jennifer Lopez Featuring Pitbull,
3/26/11,6,F**kin' Perfect,P!nk,
3/26/11,7,Grenade,Bruno Mars,
3/26/11,8,Tonight (I'm Lovin' You),Enrique Iglesias Featuring Ludacris & DJ Frank E,
3/26/11,9,Till The World Ends,Britney Spears,
3/26/11,10,Blow,Ke$ha,
4/2/11,1,Born This Way,Lady Gaga,
4/2/11,2,E.T.,Katy Perry Featuring Kanye West,
4/2/11,3,S&M,Rihanna,
4/2/11,4,F**k You (Forget You),Cee Lo Green,
4/2/11,5,Just Can't Get Enough,The Black Eyed Peas,
4/2/11,6,Loser Like Me,Glee Cast,
4/2/11,7,F**kin' Perfect,P!nk,
4/2/11,8,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
4/2/11,9,Grenade,Bruno Mars,
4/2/11,10,Down On Me,Jeremih Featuring 50 Cent,
4/9/11,1,E.T.,Katy Perry Featuring Kanye West,
4/9/11,2,S&M,Rihanna,
4/9/11,3,F**k You (Forget You),Cee Lo Green,
4/9/11,4,Born This Way,Lady Gaga,
4/9/11,5,Just Can't Get Enough,The Black Eyed Peas,
4/9/11,6,No Sleep,Wiz Khalifa,
4/9/11,7,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
4/9/11,8,F**kin' Perfect,P!nk,
4/9/11,9,Down On Me,Jeremih Featuring 50 Cent,
4/9/11,10,On The Floor,Jennifer Lopez Featuring Pitbull,
4/16/11,1,E.T.,Katy Perry Featuring Kanye West,
4/16/11,2,S&M,Rihanna,
4/16/11,3,Just Can't Get Enough,The Black Eyed Peas,
4/16/11,4,F**k You (Forget You),Cee Lo Green,
4/16/11,5,Born This Way,Lady Gaga,
4/16/11,6,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
4/16/11,7,Down On Me,Jeremih Featuring 50 Cent,
4/16/11,8,On The Floor,Jennifer Lopez Featuring Pitbull,
4/16/11,9,F**kin' Perfect,P!nk,
4/16/11,10,Rolling In The Deep,Adele,
4/23/11,1,E.T.,Katy Perry Featuring Kanye West,
4/23/11,2,S&M,Rihanna,
4/23/11,3,Just Can't Get Enough,The Black Eyed Peas,
4/23/11,4,F**k You (Forget You),Cee Lo Green,
4/23/11,5,Born This Way,Lady Gaga,
4/23/11,6,Down On Me,Jeremih Featuring 50 Cent,
4/23/11,7,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
4/23/11,8,Till The World Ends,Britney Spears,
4/23/11,9,On The Floor,Jennifer Lopez Featuring Pitbull,
4/23/11,10,Rolling In The Deep,Adele,
4/30/11,1,S&M,Rihanna Featuring Britney Spears,
4/30/11,2,E.T.,Katy Perry Featuring Kanye West,
4/30/11,3,Just Can't Get Enough,The Black Eyed Peas,
4/30/11,4,Down On Me,Jeremih Featuring 50 Cent,
4/30/11,5,F**k You (Forget You),Cee Lo Green,
4/30/11,6,Rolling In The Deep,Adele,
4/30/11,7,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
4/30/11,8,On The Floor,Jennifer Lopez Featuring Pitbull,
4/30/11,9,Till The World Ends,Britney Spears,
4/30/11,10,Judas,Lady Gaga,
5/7/11,1,E.T.,Katy Perry Featuring Kanye West,
5/7/11,2,Rolling In The Deep,Adele,
5/7/11,3,Just Can't Get Enough,The Black Eyed Peas,
5/7/11,4,S&M,Rihanna,
5/7/11,5,Down On Me,Jeremih Featuring 50 Cent,
5/7/11,6,The Lazy Song,Bruno Mars,
5/7/11,7,On The Floor,Jennifer Lopez Featuring Pitbull,
5/7/11,8,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
5/7/11,9,Blow,Ke$ha,
5/7/11,10,F**k You (Forget You),Cee Lo Green,
5/14/11,1,E.T.,Katy Perry Featuring Kanye West,
5/14/11,2,Rolling In The Deep,Adele,
5/14/11,3,Till The World Ends,Britney Spears Featuring Nicki Minaj & Ke$ha,
5/14/11,4,Just Can't Get Enough,The Black Eyed Peas,
5/14/11,5,The Lazy Song,Bruno Mars,
5/14/11,6,S&M,Rihanna,
5/14/11,7,On The Floor,Jennifer Lopez Featuring Pitbull,
5/14/11,8,Blow,Ke$ha,
5/14/11,9,Down On Me,Jeremih Featuring 50 Cent,
5/14/11,10,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
5/21/11,1,Rolling In The Deep,Adele,
5/21/11,2,E.T.,Katy Perry Featuring Kanye West,
5/21/11,3,On The Floor,Jennifer Lopez Featuring Pitbull,
5/21/11,4,Just Can't Get Enough,The Black Eyed Peas,
5/21/11,5,The Lazy Song,Bruno Mars,
5/21/11,6,Till The World Ends,Britney Spears,
5/21/11,7,Just A Kiss,Lady Antebellum,
5/21/11,8,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
5/21/11,9,S&M,Rihanna,
5/21/11,10,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
5/28/11,1,Rolling In The Deep,Adele,
5/28/11,2,E.T.,Katy Perry Featuring Kanye West,
5/28/11,3,The Edge Of Glory,Lady Gaga,
5/28/11,4,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
5/28/11,5,Just Can't Get Enough,The Black Eyed Peas,
5/28/11,6,On The Floor,Jennifer Lopez Featuring Pitbull,
5/28/11,7,The Lazy Song,Bruno Mars,
5/28/11,8,Till The World Ends,Britney Spears,
5/28/11,9,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
5/28/11,10,Down On Me,Jeremih Featuring 50 Cent,
6/4/11,1,Rolling In The Deep,Adele,
6/4/11,2,E.T.,Katy Perry Featuring Kanye West,
6/4/11,3,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
6/4/11,4,Just Can't Get Enough,The Black Eyed Peas,
6/4/11,5,On The Floor,Jennifer Lopez Featuring Pitbull,
6/4/11,6,The Lazy Song,Bruno Mars,
6/4/11,7,Till The World Ends,Britney Spears,
6/4/11,8,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
6/4/11,9,The Show Goes On,Lupe Fiasco,
6/4/11,10,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,
6/11/11,1,Rolling In The Deep,Adele,
6/11/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
6/11/11,3,E.T.,Katy Perry Featuring Kanye West,
6/11/11,4,On The Floor,Jennifer Lopez Featuring Pitbull,
6/11/11,5,Just Can't Get Enough,The Black Eyed Peas,
6/11/11,6,The Lazy Song,Bruno Mars,
6/11/11,7,Till The World Ends,Britney Spears,
6/11/11,8,The Edge Of Glory,Lady Gaga,
6/11/11,9,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
6/11/11,10,I'm On One,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",
6/18/11,1,Rolling In The Deep,Adele,
6/18/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
6/18/11,3,E.T.,Katy Perry Featuring Kanye West,
6/18/11,4,The Lazy Song,Bruno Mars,
6/18/11,5,On The Floor,Jennifer Lopez Featuring Pitbull,
6/18/11,6,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
6/18/11,7,The Edge Of Glory,Lady Gaga,
6/18/11,8,Just Can't Get Enough,The Black Eyed Peas,
6/18/11,9,Till The World Ends,Britney Spears,
6/18/11,10,The Show Goes On,Lupe Fiasco,
6/25/11,1,Rolling In The Deep,Adele,
6/25/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
6/25/11,3,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
6/25/11,4,E.T.,Katy Perry Featuring Kanye West,
6/25/11,5,The Lazy Song,Bruno Mars,
6/25/11,6,The Edge Of Glory,Lady Gaga,
6/25/11,7,On The Floor,Jennifer Lopez Featuring Pitbull,
6/25/11,8,Just Can't Get Enough,The Black Eyed Peas,
6/25/11,9,Dirt Road Anthem,Jason Aldean,
6/25/11,10,Super Bass,Nicki Minaj,
7/2/11,1,Rolling In The Deep,Adele,
7/2/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, AfroJack & Nayer",
7/2/11,3,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
7/2/11,4,Last Friday Night (T.G.I.F.),Katy Perry,
7/2/11,5,E.T.,Katy Perry Featuring Kanye West,
7/2/11,6,The Edge Of Glory,Lady Gaga,
7/2/11,7,Dirt Road Anthem,Jason Aldean Featuring Ludacris,
7/2/11,8,Super Bass,Nicki Minaj,
7/2/11,9,The Lazy Song,Bruno Mars,
7/2/11,10,The Show Goes On,Lupe Fiasco,
7/9/11,1,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
7/9/11,2,Rolling In The Deep,Adele,
7/9/11,3,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
7/9/11,4,Last Friday Night (T.G.I.F.),Katy Perry,
7/9/11,5,Super Bass,Nicki Minaj,
7/9/11,6,The Edge Of Glory,Lady Gaga,
7/9/11,7,E.T.,Katy Perry Featuring Kanye West,
7/9/11,8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
7/9/11,9,The Lazy Song,Bruno Mars,
7/9/11,10,How To Love,Lil Wayne,
7/16/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
7/16/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
7/16/11,3,Rolling In The Deep,Adele,
7/16/11,4,Last Friday Night (T.G.I.F.),Katy Perry,
7/16/11,5,Super Bass,Nicki Minaj,
7/16/11,6,The Edge Of Glory,Lady Gaga,
7/16/11,7,E.T.,Katy Perry Featuring Kanye West,
7/16/11,8,How To Love,Lil Wayne,
7/16/11,9,Good Life,OneRepublic,
7/16/11,10,Tonight Tonight,Hot Chelle Rae,
7/23/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
7/23/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
7/23/11,3,Rolling In The Deep,Adele,
7/23/11,4,Last Friday Night (T.G.I.F.),Katy Perry,
7/23/11,5,Super Bass,Nicki Minaj,
7/23/11,6,The Edge Of Glory,Lady Gaga,
7/23/11,7,How To Love,Lil Wayne,
7/23/11,8,Good Life,OneRepublic,
7/23/11,9,Tonight Tonight,Hot Chelle Rae,
7/23/11,10,E.T.,Katy Perry Featuring Kanye West,
7/30/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
7/30/11,2,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
7/30/11,3,Last Friday Night (T.G.I.F.),Katy Perry,
7/30/11,4,Rolling In The Deep,Adele,
7/30/11,5,Super Bass,Nicki Minaj,
7/30/11,6,How To Love,Lil Wayne,
7/30/11,7,The Edge Of Glory,Lady Gaga,
7/30/11,8,Good Life,OneRepublic,
7/30/11,9,Tonight Tonight,Hot Chelle Rae,
7/30/11,10,Skyscraper,Demi Lovato,
8/6/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
8/6/11,2,Last Friday Night (T.G.I.F.),Katy Perry,
8/6/11,3,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
8/6/11,4,Super Bass,Nicki Minaj,
8/6/11,5,Rolling In The Deep,Adele,
8/6/11,6,How To Love,Lil Wayne,
8/6/11,7,Tonight Tonight,Hot Chelle Rae,
8/6/11,8,The Edge Of Glory,Lady Gaga,
8/6/11,9,Good Life,OneRepublic,
8/6/11,10,Lighters,Bad Meets Evil Featuring Bruno Mars,
8/13/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
8/13/11,2,Last Friday Night (T.G.I.F.),Katy Perry,
8/13/11,3,Super Bass,Nicki Minaj,
8/13/11,4,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
8/13/11,5,How To Love,Lil Wayne,
8/13/11,6,Rolling In The Deep,Adele,
8/13/11,7,Lighters,Bad Meets Evil Featuring Bruno Mars,
8/13/11,8,Tonight Tonight,Hot Chelle Rae,
8/13/11,9,I Wanna Go,Britney Spears,
8/13/11,10,The Edge Of Glory,Lady Gaga,
8/20/11,1,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
8/20/11,2,Last Friday Night (T.G.I.F.),Katy Perry,
8/20/11,3,Super Bass,Nicki Minaj,
8/20/11,4,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
8/20/11,5,Lighters,Bad Meets Evil Featuring Bruno Mars,
8/20/11,6,How To Love,Lil Wayne,
8/20/11,7,I Wanna Go,Britney Spears,
8/20/11,8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
8/20/11,9,Rolling In The Deep,Adele,
8/20/11,10,Tonight Tonight,Hot Chelle Rae,
8/27/11,1,Last Friday Night (T.G.I.F.),Katy Perry,
8/27/11,2,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
8/27/11,3,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
8/27/11,4,Super Bass,Nicki Minaj,
8/27/11,5,Lighters,Bad Meets Evil Featuring Bruno Mars,
8/27/11,6,How To Love,Lil Wayne,
8/27/11,7,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
8/27/11,8,Pumped Up Kicks,Foster The People,
8/27/11,9,I Wanna Go,Britney Spears,
8/27/11,10,Good Life,OneRepublic,
9/3/11,1,Last Friday Night (T.G.I.F.),Katy Perry,
9/3/11,2,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
9/3/11,3,She Will,Lil Wayne Featuring Drake,
9/3/11,4,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
9/3/11,5,Super Bass,Nicki Minaj,
9/3/11,6,Lighters,Bad Meets Evil Featuring Bruno Mars,
9/3/11,7,Pumped Up Kicks,Foster The People,
9/3/11,8,How To Love,Lil Wayne,
9/3/11,9,Good Life,OneRepublic,
9/3/11,10,I Wanna Go,Britney Spears,
9/10/11,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
9/10/11,2,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
9/10/11,3,Pumped Up Kicks,Foster The People,
9/10/11,4,Lighters,Bad Meets Evil Featuring Bruno Mars,
9/10/11,5,Last Friday Night (T.G.I.F.),Katy Perry,
9/10/11,6,Super Bass,Nicki Minaj,
9/10/11,7,How To Love,Lil Wayne,
9/10/11,8,Good Life,OneRepublic,
9/10/11,9,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
9/10/11,10,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
9/17/11,1,Someone Like You,Adele,
9/17/11,2,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
9/17/11,3,Pumped Up Kicks,Foster The People,
9/17/11,4,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
9/17/11,5,Super Bass,Nicki Minaj,
9/17/11,6,You And I,Lady Gaga,
9/17/11,7,Lighters,Bad Meets Evil Featuring Bruno Mars,
9/17/11,8,You Make Me Feel...,Cobra Starship Featuring Sabi,
9/17/11,9,Give Me Everything,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",
9/17/11,10,Last Friday Night (T.G.I.F.),Katy Perry,
9/24/11,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
9/24/11,2,Someone Like You,Adele,
9/24/11,3,Pumped Up Kicks,Foster The People,
9/24/11,4,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
9/24/11,5,Lighters,Bad Meets Evil Featuring Bruno Mars,
9/24/11,6,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
9/24/11,7,Super Bass,Nicki Minaj,
9/24/11,8,You And I,Lady Gaga,
9/24/11,9,How To Love,Lil Wayne,
9/24/11,10,Cheers (Drink To That),Rihanna,
10/1/11,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
10/1/11,2,Someone Like You,Adele,
10/1/11,3,Pumped Up Kicks,Foster The People,
10/1/11,4,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
10/1/11,5,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
10/1/11,6,Lighters,Bad Meets Evil Featuring Bruno Mars,
10/1/11,7,You Make Me Feel...,Cobra Starship Featuring Sabi,
10/1/11,8,Cheers (Drink To That),Rihanna,
10/1/11,9,Super Bass,Nicki Minaj,
10/1/11,10,You And I,Lady Gaga,
10/8/11,1,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
10/8/11,2,Someone Like You,Adele,
10/8/11,3,Pumped Up Kicks,Foster The People,
10/8/11,4,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
10/8/11,5,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
10/8/11,6,Lighters,Bad Meets Evil Featuring Bruno Mars,
10/8/11,7,Cheers (Drink To That),Rihanna,
10/8/11,8,You And I,Lady Gaga,
10/8/11,9,You Make Me Feel...,Cobra Starship Featuring Sabi,
10/8/11,10,Sexy And I Know It,LMFAO,
10/15/11,1,Someone Like You,Adele,
10/15/11,2,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
10/15/11,3,Pumped Up Kicks,Foster The People,
10/15/11,4,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
10/15/11,5,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
10/15/11,6,Sexy And I Know It,LMFAO,
10/15/11,7,Strange Clouds,B.o.B Featuring Lil Wayne,
10/15/11,8,Without You,David Guetta Featuring Usher,
10/15/11,9,We Found Love,Rihanna Featuring Calvin Harris,
10/15/11,10,You Make Me Feel...,Cobra Starship Featuring Sabi,
10/22/11,1,Someone Like You,Adele,
10/22/11,2,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
10/22/11,3,Pumped Up Kicks,Foster The People,
10/22/11,4,Sexy And I Know It,LMFAO,
10/22/11,5,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
10/22/11,6,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
10/22/11,7,We Found Love,Rihanna Featuring Calvin Harris,
10/22/11,8,Without You,David Guetta Featuring Usher,
10/22/11,9,You Make Me Feel...,Cobra Starship Featuring Sabi,
10/22/11,10,You And I,Lady Gaga,
10/29/11,1,Someone Like You,Adele,
10/29/11,2,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
10/29/11,3,Pumped Up Kicks,Foster The People,
10/29/11,4,Sexy And I Know It,LMFAO,
10/29/11,5,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
10/29/11,6,We Found Love,Rihanna Featuring Calvin Harris,
10/29/11,7,Without You,David Guetta Featuring Usher,
10/29/11,8,You Make Me Feel...,Cobra Starship Featuring Sabi,
10/29/11,9,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
10/29/11,10,"Young, Wild & Free",Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,
11/5/11,1,Someone Like You,Adele,
11/5/11,2,We Found Love,Rihanna Featuring Calvin Harris,
11/5/11,3,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
11/5/11,4,Sexy And I Know It,LMFAO,
11/5/11,5,Pumped Up Kicks,Foster The People,
11/5/11,6,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
11/5/11,7,Without You,David Guetta Featuring Usher,
11/5/11,8,You Make Me Feel...,Cobra Starship Featuring Sabi,
11/5/11,9,Make Me Proud,Drake Featuring Nicki Minaj,
11/5/11,10,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
11/12/11,1,We Found Love,Rihanna Featuring Calvin Harris,
11/12/11,2,Someone Like You,Adele,
11/12/11,3,Sexy And I Know It,LMFAO,
11/12/11,4,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,
11/12/11,5,Pumped Up Kicks,Foster The People,
11/12/11,6,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,
11/12/11,7,Without You,David Guetta Featuring Usher,
11/12/11,8,Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,
11/12/11,9,You Make Me Feel...,Cobra Starship Featuring Sabi,
11/12/11,10,Mr. Know It All,Kelly Clarkson,
11/19/11,1,We Found Love,Rihanna Featuring Calvin Harris,
11/19/11,2,Sexy And I Know It,LMFAO,
11/19/11,3,Someone Like You,Adele,
