6,34196,Not Tonight,lil' kim,da brat,left eye,missy elliott,angie mar
4,34203,I'll Be Missing You,puff daddy,faith evans,112
4,34203,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
6,34203,Not Tonight,lil' kim,da brat,left eye,missy elliott,angie mar
4,34210,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34210,I'll Be Missing You,puff daddy,faith evans,112
6,34210,Not Tonight,lil' kim,da brat,left eye,missy elliott,angie mar
4,34217,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34217,I'll Be Missing You,puff daddy,faith evans,112
6,34217,Not Tonight,lil' kim,da brat,left eye,missy elliott,angie mar
4,34224,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34224,I'll Be Missing You,puff daddy,faith evans,112
4,34231,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34231,I'll Be Missing You,puff daddy,faith evans,112
4,34238,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34238,I'll Be Missing You,puff daddy,faith evans,112
4,34245,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
4,34245,I'll Be Missing You,puff daddy,faith evans,112
4,34252,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
3,34259,All Cried Out,allure,112
4,34259,Mo Money Mo Problems,the notorious b.i.g.,puff daddy,mase
3,34266,All Cried Out,allure,112
4,34266,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34273,All Cried Out,allure,112
4,34273,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34280,All Cried Out,allure,112
4,34280,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34287,All Cried Out,allure,112
4,34287,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34294,All Cried Out,allure,112
4,34294,My Love Is The Shhh!,somethin' for the people,trina,tamara
4,34301,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34301,All Cried Out,allure,112
4,34308,My Love Is The Shhh!,somethin' for the people,trina,tamara
3,34308,All Cried Out,allure,112
4,34315,My Love Is The Shhh!,somethin' for the people,trina,tamara
5,34315,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
4,34322,My Love Is The Shhh!,somethin' for the people,trina,tamara
5,34322,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34329,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
4,34329,My Love Is The Shhh!,somethin' for the people,trina,tamara
5,34336,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34343,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34350,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34357,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34364,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34371,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34378,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
5,34385,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
3,34385,What You Want,mase,total
5,34392,Been Around The World,puff daddy,the family,the notorious b.i.g.,mase
3,34399,What You Want,mase,total
3,34406,What You Want,mase,total
